InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538293,PROD_010,ALARM CLOCK BAKELIKE RED,8,2023-09-13 16:00:00,3.75,12660,Australia
538293,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,8,2023-09-13 16:00:00,2.1,12660,USA
538293,PROD_014,WOODEN PICTURE FRAME WHITE,2,2023-09-13 16:00:00,4.5,12660,UK
538293,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,5,2023-09-13 16:00:00,0.55,12660,UK
538293,PROD_014,WOODEN PICTURE FRAME WHITE,4,2023-09-13 16:00:00,4.5,12660,UK
538294,PROD_017,SET OF 4 PANTRY JARS,8,2023-01-21 13:00:00,6.35,16090,UK
538294,PROD_004,LUNCH BAG VINTAGE DOILY,6,2023-01-21 13:00:00,1.65,16090,UK
538295,PROD_009,SET OF 2 TEA TOWELS,1,2023-11-07 17:00:00,2.5,15328,UK
538295,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-11-07 17:00:00,3.25,15328,USA
538295,PROD_016,SET OF 4 KNICK KNACK TINS,2,2023-11-07 17:00:00,5.95,15328,UK
538295,PROD_008,ROSES REGENCY TEACUP AND SAUCER,7,2023-11-07 17:00:00,5.95,15328,UK
538296,PROD_014,WOODEN PICTURE FRAME WHITE,4,2023-12-06 16:00:00,4.5,16964,UK
538297,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,4,2023-05-27 14:00:00,0.55,14283,UK
538297,PROD_002,REGENCY CAKESTAND 3 TIER,1,2023-05-27 14:00:00,12.75,14283,France
538298,PROD_010,ALARM CLOCK BAKELIKE RED,4,2023-05-20 14:00:00,3.75,16763,USA
538298,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-05-20 14:00:00,3.75,16763,UK
538298,PROD_008,ROSES REGENCY TEACUP AND SAUCER,6,2023-05-20 14:00:00,5.95,16763,UK
538299,PROD_004,LUNCH BAG VINTAGE DOILY,7,2023-01-10 16:00:00,1.65,18288,UK
538299,PROD_008,ROSES REGENCY TEACUP AND SAUCER,3,2023-01-10 16:00:00,5.95,18288,UK
538300,PROD_004,LUNCH BAG VINTAGE DOILY,6,2023-12-11 12:00:00,1.65,15906,UK
538300,PROD_014,WOODEN PICTURE FRAME WHITE,8,2023-12-11 12:00:00,4.5,15906,UK
538301,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-07-27 17:00:00,12.75,14925,Germany
538301,PROD_015,SMALL POPCORN HOLDER,5,2023-07-27 17:00:00,1.25,14925,UK
538301,PROD_018,HEART OF WICKER SMALL,2,2023-07-27 17:00:00,1.25,14925,USA
538302,PROD_017,SET OF 4 PANTRY JARS,1,2023-05-25 08:00:00,6.35,16536,USA
538302,PROD_009,SET OF 2 TEA TOWELS,7,2023-05-25 08:00:00,2.5,16536,Australia
538302,PROD_003,JUMBO BAG RED RETROSPOT,9,2023-05-25 08:00:00,1.85,16536,France
538303,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-11-27 16:00:00,2.95,13789,UK
538303,PROD_002,REGENCY CAKESTAND 3 TIER,4,2023-11-27 16:00:00,12.75,13789,UK
538303,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-11-27 16:00:00,2.1,13789,UK
538304,PROD_018,HEART OF WICKER SMALL,9,2023-10-21 14:00:00,1.25,13986,UK
538305,PROD_017,SET OF 4 PANTRY JARS,1,2023-02-04 13:00:00,6.35,14337,Germany
538306,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-05-01 16:00:00,2.95,16399,UK
538306,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-05-01 16:00:00,12.75,16399,Australia
538307,PROD_009,SET OF 2 TEA TOWELS,1,2023-11-16 12:00:00,2.5,13006,UK
538307,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-11-16 12:00:00,3.25,13006,UK
538308,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,9,2023-01-26 08:00:00,0.55,17593,UK
538309,PROD_003,JUMBO BAG RED RETROSPOT,4,2023-09-25 17:00:00,1.85,18337,UK
538309,PROD_012,PAPK OF 12 VINTAGE TICKETS,4,2023-09-25 17:00:00,0.85,18337,Australia
538309,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-09-25 17:00:00,2.95,18337,France
538309,PROD_017,SET OF 4 PANTRY JARS,9,2023-09-25 17:00:00,6.35,18337,UK
538309,PROD_003,JUMBO BAG RED RETROSPOT,6,2023-09-25 17:00:00,1.85,18337,Australia
538310,PROD_001,SET OF 6 SPACEBOY CD,7,2023-03-08 14:00:00,3.95,18129,UK
538310,PROD_004,LUNCH BAG VINTAGE DOILY,3,2023-03-08 14:00:00,1.65,18129,UK
538310,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,3,2023-03-08 14:00:00,2.1,18129,UK
538310,PROD_012,PAPK OF 12 VINTAGE TICKETS,6,2023-03-08 14:00:00,0.85,18129,UK
538311,PROD_003,JUMBO BAG RED RETROSPOT,4,2023-09-21 13:00:00,1.85,14002,UK
538312,PROD_001,SET OF 6 SPACEBOY CD,7,2023-10-22 12:00:00,3.95,13474,USA
538313,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,7,2023-08-08 11:00:00,1.69,16642,UK
538313,PROD_018,HEART OF WICKER SMALL,6,2023-08-08 11:00:00,1.25,16642,Australia
538313,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,6,2023-08-08 11:00:00,0.55,16642,France
538313,PROD_009,SET OF 2 TEA TOWELS,8,2023-08-08 11:00:00,2.5,16642,USA
538313,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,9,2023-08-08 11:00:00,2.1,16642,Australia
538314,PROD_016,SET OF 4 KNICK KNACK TINS,9,2023-08-11 14:00:00,5.95,13009,Australia
538314,PROD_018,HEART OF WICKER SMALL,5,2023-08-11 14:00:00,1.25,13009,UK
538315,PROD_008,ROSES REGENCY TEACUP AND SAUCER,6,2023-02-23 08:00:00,5.95,16215,Australia
538316,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-11-08 10:00:00,2.95,13970,UK
538317,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-06-03 11:00:00,2.95,18856,UK
538317,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-06-03 11:00:00,12.75,18856,UK
538317,PROD_018,HEART OF WICKER SMALL,5,2023-06-03 11:00:00,1.25,18856,France
538317,PROD_008,ROSES REGENCY TEACUP AND SAUCER,9,2023-06-03 11:00:00,5.95,18856,UK
538317,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-06-03 11:00:00,5.95,18856,UK
538318,PROD_014,WOODEN PICTURE FRAME WHITE,2,2023-08-17 14:00:00,4.5,17678,UK
538318,PROD_015,SMALL POPCORN HOLDER,6,2023-08-17 14:00:00,1.25,17678,France
538318,PROD_003,JUMBO BAG RED RETROSPOT,5,2023-08-17 14:00:00,1.85,17678,UK
538318,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,6,2023-08-17 14:00:00,1.69,17678,UK
538319,PROD_016,SET OF 4 KNICK KNACK TINS,2,2023-12-24 15:00:00,5.95,18314,UK
538320,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,4,2023-06-20 13:00:00,2.1,15262,UK
538321,PROD_015,SMALL POPCORN HOLDER,4,2023-07-21 11:00:00,1.25,16762,Australia
538321,PROD_009,SET OF 2 TEA TOWELS,4,2023-07-21 11:00:00,2.5,16762,Australia
538322,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-04-27 16:00:00,3.75,12904,UK
538322,PROD_011,ALARM CLOCK BAKELIKE GREEN,5,2023-04-27 16:00:00,3.75,12904,UK
538322,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-04-27 16:00:00,3.25,12904,UK
538322,PROD_004,LUNCH BAG VINTAGE DOILY,2,2023-04-27 16:00:00,1.65,12904,UK
538323,PROD_003,JUMBO BAG RED RETROSPOT,1,2023-09-06 11:00:00,1.85,18317,USA
538323,PROD_011,ALARM CLOCK BAKELIKE GREEN,4,2023-09-06 11:00:00,3.75,18317,France
538323,PROD_008,ROSES REGENCY TEACUP AND SAUCER,3,2023-09-06 11:00:00,5.95,18317,USA
538323,PROD_001,SET OF 6 SPACEBOY CD,4,2023-09-06 11:00:00,3.95,18317,UK
538323,PROD_015,SMALL POPCORN HOLDER,9,2023-09-06 11:00:00,1.25,18317,UK
538324,PROD_008,ROSES REGENCY TEACUP AND SAUCER,1,2023-04-24 09:00:00,5.95,16852,UK
538324,PROD_001,SET OF 6 SPACEBOY CD,9,2023-04-24 09:00:00,3.95,16852,UK
538324,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,5,2023-04-24 09:00:00,2.1,16852,UK
538324,PROD_003,JUMBO BAG RED RETROSPOT,7,2023-04-24 09:00:00,1.85,16852,UK
538325,PROD_004,LUNCH BAG VINTAGE DOILY,9,2023-12-20 10:00:00,1.65,18480,UK
538325,PROD_018,HEART OF WICKER SMALL,6,2023-12-20 10:00:00,1.25,18480,Australia
538326,PROD_018,HEART OF WICKER SMALL,6,2023-02-27 12:00:00,1.25,17529,Germany
538327,PROD_014,WOODEN PICTURE FRAME WHITE,6,2023-04-04 11:00:00,4.5,13910,Germany
538328,PROD_015,SMALL POPCORN HOLDER,7,2023-12-31 14:00:00,1.25,17973,Australia
538329,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-07-25 16:00:00,3.75,18866,USA
538329,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-07-25 16:00:00,12.75,18866,UK
538329,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,7,2023-07-25 16:00:00,2.1,18866,Germany
538330,PROD_017,SET OF 4 PANTRY JARS,4,2023-09-21 08:00:00,6.35,13400,France
538330,PROD_004,LUNCH BAG VINTAGE DOILY,4,2023-09-21 08:00:00,1.65,13400,UK
538330,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,4,2023-09-21 08:00:00,1.69,13400,Australia
538331,PROD_004,LUNCH BAG VINTAGE DOILY,2,2023-02-02 11:00:00,1.65,15743,UK
538332,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-07-27 08:00:00,12.75,15470,Germany
538333,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,1,2023-09-19 14:00:00,1.69,17211,Germany
538333,PROD_004,LUNCH BAG VINTAGE DOILY,9,2023-09-19 14:00:00,1.65,17211,UK
538334,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-10-16 15:00:00,2.95,17298,UK
538335,PROD_014,WOODEN PICTURE FRAME WHITE,1,2023-04-13 11:00:00,4.5,13316,USA
538336,PROD_011,ALARM CLOCK BAKELIKE GREEN,9,2023-10-29 17:00:00,3.75,15762,UK
538336,PROD_018,HEART OF WICKER SMALL,6,2023-10-29 17:00:00,1.25,15762,UK
538337,PROD_004,LUNCH BAG VINTAGE DOILY,7,2023-10-23 10:00:00,1.65,14228,UK
538337,PROD_004,LUNCH BAG VINTAGE DOILY,9,2023-10-23 10:00:00,1.65,14228,Australia
538337,PROD_008,ROSES REGENCY TEACUP AND SAUCER,6,2023-10-23 10:00:00,5.95,14228,UK
538338,PROD_017,SET OF 4 PANTRY JARS,1,2023-04-14 09:00:00,6.35,14060,UK
538339,PROD_010,ALARM CLOCK BAKELIKE RED,5,2023-04-10 12:00:00,3.75,17556,Australia
538340,PROD_004,LUNCH BAG VINTAGE DOILY,3,2023-04-04 17:00:00,1.65,18015,USA
538340,PROD_004,LUNCH BAG VINTAGE DOILY,8,2023-04-04 17:00:00,1.65,18015,UK
538341,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-04-11 09:00:00,2.1,16965,UK
538341,PROD_016,SET OF 4 KNICK KNACK TINS,6,2023-04-11 09:00:00,5.95,16965,Germany
538342,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,5,2023-09-10 13:00:00,0.55,12408,Germany
538342,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-09-10 13:00:00,12.75,12408,France
538342,PROD_003,JUMBO BAG RED RETROSPOT,5,2023-09-10 13:00:00,1.85,12408,Australia
538342,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,5,2023-09-10 13:00:00,2.1,12408,Germany
538342,PROD_007,SET OF 3 REGENCY TEA TOWELS,4,2023-09-10 13:00:00,3.25,12408,UK
538343,PROD_007,SET OF 3 REGENCY TEA TOWELS,8,2023-07-04 12:00:00,3.25,16660,UK
538343,PROD_008,ROSES REGENCY TEACUP AND SAUCER,6,2023-07-04 12:00:00,5.95,16660,Germany
538343,PROD_009,SET OF 2 TEA TOWELS,5,2023-07-04 12:00:00,2.5,16660,Australia
538343,PROD_010,ALARM CLOCK BAKELIKE RED,7,2023-07-04 12:00:00,3.75,16660,USA
538343,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-07-04 12:00:00,2.95,16660,UK
538344,PROD_001,SET OF 6 SPACEBOY CD,6,2023-06-24 13:00:00,3.95,16545,USA
538344,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-06-24 13:00:00,3.25,16545,UK
538344,PROD_011,ALARM CLOCK BAKELIKE GREEN,1,2023-06-24 13:00:00,3.75,16545,UK
538345,PROD_019,STRAWBERRY SHOPPING TROLLEY,8,2023-12-06 17:00:00,2.95,18629,France
538345,PROD_015,SMALL POPCORN HOLDER,5,2023-12-06 17:00:00,1.25,18629,UK
538345,PROD_016,SET OF 4 KNICK KNACK TINS,8,2023-12-06 17:00:00,5.95,18629,UK
538346,PROD_008,ROSES REGENCY TEACUP AND SAUCER,9,2023-09-07 12:00:00,5.95,17560,France
538347,PROD_002,REGENCY CAKESTAND 3 TIER,5,2023-12-25 15:00:00,12.75,13469,UK
538347,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-12-25 15:00:00,3.25,13469,UK
538347,PROD_016,SET OF 4 KNICK KNACK TINS,5,2023-12-25 15:00:00,5.95,13469,UK
538347,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,3,2023-12-25 15:00:00,0.55,13469,Germany
538347,PROD_011,ALARM CLOCK BAKELIKE GREEN,7,2023-12-25 15:00:00,3.75,13469,Germany
538348,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,2,2023-01-02 11:00:00,2.1,17275,UK
538348,PROD_007,SET OF 3 REGENCY TEA TOWELS,5,2023-01-02 11:00:00,3.25,17275,France
538349,PROD_008,ROSES REGENCY TEACUP AND SAUCER,5,2023-04-15 17:00:00,5.95,17652,USA
538349,PROD_019,STRAWBERRY SHOPPING TROLLEY,4,2023-04-15 17:00:00,2.95,17652,UK
538350,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-05-29 13:00:00,5.95,15059,UK
538350,PROD_017,SET OF 4 PANTRY JARS,2,2023-05-29 13:00:00,6.35,15059,Germany
538350,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,4,2023-05-29 13:00:00,0.55,15059,UK
538351,PROD_003,JUMBO BAG RED RETROSPOT,7,2023-03-10 13:00:00,1.85,13155,UK
538352,PROD_017,SET OF 4 PANTRY JARS,3,2023-05-12 15:00:00,6.35,12547,UK
538353,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-10-27 16:00:00,0.55,18010,Germany
538353,PROD_019,STRAWBERRY SHOPPING TROLLEY,3,2023-10-27 16:00:00,2.95,18010,UK
538353,PROD_011,ALARM CLOCK BAKELIKE GREEN,8,2023-10-27 16:00:00,3.75,18010,UK
538354,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,9,2023-09-14 17:00:00,0.55,17153,France
538354,PROD_002,REGENCY CAKESTAND 3 TIER,2,2023-09-14 17:00:00,12.75,17153,UK
538354,PROD_016,SET OF 4 KNICK KNACK TINS,2,2023-09-14 17:00:00,5.95,17153,UK
538355,PROD_004,LUNCH BAG VINTAGE DOILY,2,2023-05-26 08:00:00,1.65,17146,France
538355,PROD_011,ALARM CLOCK BAKELIKE GREEN,4,2023-05-26 08:00:00,3.75,17146,UK
538355,PROD_015,SMALL POPCORN HOLDER,9,2023-05-26 08:00:00,1.25,17146,France
538355,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,9,2023-05-26 08:00:00,2.1,17146,UK
538355,PROD_019,STRAWBERRY SHOPPING TROLLEY,2,2023-05-26 08:00:00,2.95,17146,Australia
538356,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-01-12 10:00:00,3.25,14272,UK
538356,PROD_014,WOODEN PICTURE FRAME WHITE,9,2023-01-12 10:00:00,4.5,14272,Germany
538356,PROD_008,ROSES REGENCY TEACUP AND SAUCER,7,2023-01-12 10:00:00,5.95,14272,UK
538356,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-01-12 10:00:00,3.75,14272,UK
538356,PROD_002,REGENCY CAKESTAND 3 TIER,1,2023-01-12 10:00:00,12.75,14272,Australia
538357,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-12-31 10:00:00,3.25,17626,UK
538358,PROD_008,ROSES REGENCY TEACUP AND SAUCER,8,2023-08-28 11:00:00,5.95,12560,UK
538358,PROD_014,WOODEN PICTURE FRAME WHITE,8,2023-08-28 11:00:00,4.5,12560,France
538358,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-08-28 11:00:00,12.75,12560,France
538358,PROD_003,JUMBO BAG RED RETROSPOT,1,2023-08-28 11:00:00,1.85,12560,UK
538358,PROD_017,SET OF 4 PANTRY JARS,5,2023-08-28 11:00:00,6.35,12560,France
538359,PROD_011,ALARM CLOCK BAKELIKE GREEN,2,2023-12-12 10:00:00,3.75,17458,UK
538360,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,8,2023-03-19 11:00:00,0.55,16442,UK
538360,PROD_008,ROSES REGENCY TEACUP AND SAUCER,3,2023-03-19 11:00:00,5.95,16442,UK
538361,PROD_003,JUMBO BAG RED RETROSPOT,6,2023-07-29 08:00:00,1.85,17486,UK
538362,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-08-20 16:00:00,12.75,14769,UK
538363,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,3,2023-09-09 09:00:00,0.55,12798,USA
538363,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-09-09 09:00:00,3.75,12798,UK
538363,PROD_011,ALARM CLOCK BAKELIKE GREEN,6,2023-09-09 09:00:00,3.75,12798,UK
538364,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-08-08 08:00:00,3.75,12621,UK
538364,PROD_010,ALARM CLOCK BAKELIKE RED,5,2023-08-08 08:00:00,3.75,12621,France
538365,PROD_015,SMALL POPCORN HOLDER,3,2023-10-04 15:00:00,1.25,14301,UK
538365,PROD_018,HEART OF WICKER SMALL,9,2023-10-04 15:00:00,1.25,14301,UK
538365,PROD_014,WOODEN PICTURE FRAME WHITE,3,2023-10-04 15:00:00,4.5,14301,UK
538365,PROD_016,SET OF 4 KNICK KNACK TINS,6,2023-10-04 15:00:00,5.95,14301,Germany
538366,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,8,2023-10-15 10:00:00,2.1,13360,Germany
538366,PROD_015,SMALL POPCORN HOLDER,4,2023-10-15 10:00:00,1.25,13360,UK
538367,PROD_009,SET OF 2 TEA TOWELS,3,2023-06-13 08:00:00,2.5,12966,France
538367,PROD_001,SET OF 6 SPACEBOY CD,8,2023-06-13 08:00:00,3.95,12966,Germany
538367,PROD_009,SET OF 2 TEA TOWELS,2,2023-06-13 08:00:00,2.5,12966,Germany
538368,PROD_015,SMALL POPCORN HOLDER,4,2023-04-04 11:00:00,1.25,15969,France
538368,PROD_004,LUNCH BAG VINTAGE DOILY,8,2023-04-04 11:00:00,1.65,15969,USA
538369,PROD_007,SET OF 3 REGENCY TEA TOWELS,6,2023-12-18 16:00:00,3.25,15063,UK
538369,PROD_011,ALARM CLOCK BAKELIKE GREEN,9,2023-12-18 16:00:00,3.75,15063,UK
538369,PROD_003,JUMBO BAG RED RETROSPOT,8,2023-12-18 16:00:00,1.85,15063,Germany
538370,PROD_003,JUMBO BAG RED RETROSPOT,7,2023-12-25 11:00:00,1.85,14662,Australia
538370,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,4,2023-12-25 11:00:00,2.1,14662,France
538370,PROD_015,SMALL POPCORN HOLDER,5,2023-12-25 11:00:00,1.25,14662,UK
538371,PROD_010,ALARM CLOCK BAKELIKE RED,3,2023-06-09 12:00:00,3.75,15892,UK
538371,PROD_011,ALARM CLOCK BAKELIKE GREEN,2,2023-06-09 12:00:00,3.75,15892,UK
538372,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,9,2023-10-25 11:00:00,1.69,14255,UK
538372,PROD_009,SET OF 2 TEA TOWELS,3,2023-10-25 11:00:00,2.5,14255,UK
538373,PROD_008,ROSES REGENCY TEACUP AND SAUCER,8,2023-02-26 10:00:00,5.95,16870,France
538373,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-02-26 10:00:00,2.95,16870,Australia
538373,PROD_014,WOODEN PICTURE FRAME WHITE,6,2023-02-26 10:00:00,4.5,16870,Germany
538374,PROD_012,PAPK OF 12 VINTAGE TICKETS,9,2023-11-04 13:00:00,0.85,12895,UK
538374,PROD_001,SET OF 6 SPACEBOY CD,2,2023-11-04 13:00:00,3.95,12895,UK
538374,PROD_002,REGENCY CAKESTAND 3 TIER,5,2023-11-04 13:00:00,12.75,12895,USA
538374,PROD_012,PAPK OF 12 VINTAGE TICKETS,7,2023-11-04 13:00:00,0.85,12895,Germany
538375,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,8,2023-03-08 17:00:00,0.55,15160,UK
538376,PROD_011,ALARM CLOCK BAKELIKE GREEN,8,2023-06-06 12:00:00,3.75,14613,UK
538376,PROD_012,PAPK OF 12 VINTAGE TICKETS,6,2023-06-06 12:00:00,0.85,14613,Germany
538376,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-06-06 12:00:00,2.1,14613,UK
538376,PROD_004,LUNCH BAG VINTAGE DOILY,9,2023-06-06 12:00:00,1.65,14613,UK
538376,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-06-06 12:00:00,12.75,14613,UK
538377,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-12-31 14:00:00,12.75,14318,USA
538378,PROD_003,JUMBO BAG RED RETROSPOT,6,2023-05-21 16:00:00,1.85,18293,Australia
538379,PROD_015,SMALL POPCORN HOLDER,9,2023-10-14 14:00:00,1.25,16328,UK
538379,PROD_015,SMALL POPCORN HOLDER,5,2023-10-14 14:00:00,1.25,16328,UK
538379,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,5,2023-10-14 14:00:00,0.55,16328,USA
538380,PROD_012,PAPK OF 12 VINTAGE TICKETS,6,2023-01-29 09:00:00,0.85,18051,Germany
538380,PROD_001,SET OF 6 SPACEBOY CD,4,2023-01-29 09:00:00,3.95,18051,UK
538380,PROD_018,HEART OF WICKER SMALL,3,2023-01-29 09:00:00,1.25,18051,France
538380,PROD_007,SET OF 3 REGENCY TEA TOWELS,9,2023-01-29 09:00:00,3.25,18051,Germany
538381,PROD_009,SET OF 2 TEA TOWELS,2,2023-11-13 14:00:00,2.5,12511,UK
538381,PROD_003,JUMBO BAG RED RETROSPOT,9,2023-11-13 14:00:00,1.85,12511,Australia
538381,PROD_008,ROSES REGENCY TEACUP AND SAUCER,8,2023-11-13 14:00:00,5.95,12511,USA
538381,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-11-13 14:00:00,3.75,12511,UK
538382,PROD_015,SMALL POPCORN HOLDER,1,2023-09-11 17:00:00,1.25,13075,UK
538383,PROD_008,ROSES REGENCY TEACUP AND SAUCER,2,2023-06-26 13:00:00,5.95,16461,USA
538383,PROD_015,SMALL POPCORN HOLDER,1,2023-06-26 13:00:00,1.25,16461,France
538383,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-06-26 13:00:00,3.75,16461,Australia
538383,PROD_017,SET OF 4 PANTRY JARS,5,2023-06-26 13:00:00,6.35,16461,UK
538383,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-06-26 13:00:00,12.75,16461,UK
538384,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-09-10 08:00:00,2.95,14064,France
538385,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-10-21 17:00:00,2.95,18611,Australia
538385,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-10-21 17:00:00,12.75,18611,UK
538386,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-09 15:00:00,2.95,16179,UK
538386,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-12-09 15:00:00,12.75,16179,UK
538386,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,7,2023-12-09 15:00:00,0.55,16179,Germany
538386,PROD_009,SET OF 2 TEA TOWELS,5,2023-12-09 15:00:00,2.5,16179,Australia
538387,PROD_018,HEART OF WICKER SMALL,1,2023-10-20 12:00:00,1.25,14548,UK
538387,PROD_014,WOODEN PICTURE FRAME WHITE,2,2023-10-20 12:00:00,4.5,14548,UK
538388,PROD_015,SMALL POPCORN HOLDER,9,2023-07-10 11:00:00,1.25,18881,UK
538388,PROD_007,SET OF 3 REGENCY TEA TOWELS,5,2023-07-10 11:00:00,3.25,18881,Germany
538388,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,2,2023-07-10 11:00:00,0.55,18881,UK
538388,PROD_016,SET OF 4 KNICK KNACK TINS,4,2023-07-10 11:00:00,5.95,18881,Australia
538389,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-04-21 08:00:00,2.95,15157,UK
538389,PROD_002,REGENCY CAKESTAND 3 TIER,9,2023-04-21 08:00:00,12.75,15157,France
538389,PROD_017,SET OF 4 PANTRY JARS,7,2023-04-21 08:00:00,6.35,15157,France
538390,PROD_002,REGENCY CAKESTAND 3 TIER,1,2023-01-07 09:00:00,12.75,17757,USA
538391,PROD_007,SET OF 3 REGENCY TEA TOWELS,9,2023-04-27 11:00:00,3.25,17247,France
538391,PROD_015,SMALL POPCORN HOLDER,9,2023-04-27 11:00:00,1.25,17247,USA
538391,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-04-27 11:00:00,2.95,17247,UK
538392,PROD_011,ALARM CLOCK BAKELIKE GREEN,9,2023-11-03 09:00:00,3.75,17886,UK
538392,PROD_018,HEART OF WICKER SMALL,6,2023-11-03 09:00:00,1.25,17886,UK
538392,PROD_011,ALARM CLOCK BAKELIKE GREEN,4,2023-11-03 09:00:00,3.75,17886,Australia
538393,PROD_001,SET OF 6 SPACEBOY CD,4,2023-09-27 15:00:00,3.95,16840,Germany
538393,PROD_009,SET OF 2 TEA TOWELS,2,2023-09-27 15:00:00,2.5,16840,Germany
538393,PROD_010,ALARM CLOCK BAKELIKE RED,9,2023-09-27 15:00:00,3.75,16840,UK
538393,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,5,2023-09-27 15:00:00,0.55,16840,Australia
538393,PROD_004,LUNCH BAG VINTAGE DOILY,5,2023-09-27 15:00:00,1.65,16840,Australia
538394,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,3,2023-06-05 10:00:00,1.69,12805,UK
538394,PROD_018,HEART OF WICKER SMALL,9,2023-06-05 10:00:00,1.25,12805,Germany
538395,PROD_002,REGENCY CAKESTAND 3 TIER,8,2023-06-29 12:00:00,12.75,18593,Germany
538396,PROD_008,ROSES REGENCY TEACUP AND SAUCER,4,2023-07-16 15:00:00,5.95,13918,UK
538396,PROD_002,REGENCY CAKESTAND 3 TIER,8,2023-07-16 15:00:00,12.75,13918,USA
